Area,Timestamp,Lat,Lon,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class,chemical_score,biological_score,physical_score,source_score,WQS,Water_Class
Howrah Ghat,2023-04-16,26.449923,80.331874,25.8333,8.625,8.1675,315.74,4.25,2.03217,6666.67,31991.7,no,89.55019733333333,0.1272629559234207,84.36875,80,60.73200782011036,Moderate
Howrah Ghat,2023-04-18,11.4500967,77.6822442,27.5833333,5.85833333,7.9875,342.833333,1.29916667,0.16883333,168.333333,347.5,yes,94.70437777933333,84.50720973136721,71.88541665,80,85.61099736114349,Safe
Howrah Ghat,2023-04-20,9.447611,76.405341,28.25,6.725,6.625,63.75,0.875,1.35,427.5,837.5,yes,97.11583333333333,65.21374019961392,80.8125,80,82.57295539321751,Safe
Howrah Ghat,2023-04-21,25.4572342,75.6491753,25.75,4.5575,7.71,457.5,1.80416667,0.35,5.0,22.0833333,yes,92.73944444,99.50124791926824,67.46249999999999,80,88.43865215178047,Safe
Howrah Ghat,2023-04-22,23.3341696,75.0376324,28.6666667,7.05,7.55083333,311.583333,1.98888889,0.72033333,193767.1311595211,576037.4703817832,yes,93.65604815266667,7.046998242674918e-83,81.118750025,80,61.68616926606667,Moderate
Howrah Ghat,2023-04-24,23.6922971,86.8295645,26.2083,7.825,7.5775,185.833,1.85833,0.28625,2181.82,9118.18,yes,95.43489666666667,11.28359821605392,84.79375,80,66.51778813148285,Moderate
Howrah Ghat,2023-04-25,9.358285,76.728298,29.25,6.275,6.9,94.5,1.275,0.985,750.0,1325.0,yes,96.56700000000001,47.23665527410147,80.625,80,76.92279658223043,Safe
Howrah Ghat,2023-04-26,23.4258568,87.2854565,27.0454545,8.01818182,7.13909091,150.636364,3.51363636,0.14463636,800.0,2443.0,yes,93.693078792,44.93289641172215,89.047727275,80,76.76664589531664,Safe
Howrah Ghat,2023-04-28,15.196983,73.970147,27.0,6.11666667,6.52833333,201.1425,1.99166667,0.425,8.9,148.545455,yes,94.99301944,99.1139487766128,77.04583332499999,80,91.14055907398385,Safe
Howrah Ghat,2023-04-29,12.259676,77.17118,26.6666667,6.95833333,8.125,330.583333,1.25,0.39,1600.0,1600.0,no,94.71550000333333,20.18965179946554,76.35416665,80,67.213928871173,Moderate
Howrah Ghat,2023-05-01,32.553363,76.125808,11.0,10.0,8.0,190.0,0.5,0.6,9.0,169.0,yes,96.95333333333333,99.10403787728836,92.5,80,95.01254469651984,Safe
Howrah Ghat,2023-05-02,15.742033,73.88307,25.75,7.3,6.11,87.45,0.925,0.325,5.75,168.75,no,97.63216666666666,99.4266499610599,79.825,80,92.84586165498465,Safe
Howrah Ghat,2023-05-03,25.9246602,75.456048,22.1,5.85,8.257,290.0,1.87,0.186,4.2,18.6,no,94.45786666666666,99.58088076649545,69.8225,80,89.6219108966153,Safe
Howrah Ghat,2023-05-04,22.9901287,88.3943282,27.7727,8.24091,7.93273,289.155,1.66364,0.25547,3063.64,4754.55,yes,94.68588733333334,4.67173342544462,84.209075,80,64.11768996096673,Moderate
Howrah Ghat,2023-05-06,18.340113,74.683689,26.3333333,2.66444444,7.67916667,452.175,14.1083333,0.84333333,291.666667,1750.0,yes,75.99247226933333,74.70175000614266,58.228472175,80,72.45320834457613,Moderate
Howrah Ghat,2023-05-07,25.8674343,86.9423801,26.6667,6.83333,7.6,374.5,2.66667,1.38,1600.0,2966.67,yes,91.59544,20.18965179946554,79.66665,80,66.62840153983966,Moderate
Howrah Ghat,2023-05-09,13.15,77.49,25.5,9.885,9.575,545.0,2.5,5.755,8.5,17.5,no,86.61266666666667,99.15360228629667,80.11250000000001,80,88.41364735255569,Safe
Howrah Ghat,2023-05-11,25.374756,86.473525,24.8333,7.82222,7.95556,345.333,2.71111,1.71167,2177.78,4966.67,yes,91.56252066666667,11.3292761601658,81.9444,80,64.4126711147164,Moderate
Howrah Ghat,2023-05-15,26.6528495,92.7925592,24.75,6.85,7.85,189.0,2.35,0.1225,100.0,966.6667,yes,94.87866666666666,90.48374180359595,77.875,80,88.67158920774546,Safe
Howrah Ghat,2023-05-16,20.2960587,85.8245398,29.8181818,6.43636364,7.59363636,261.3,3.4,2.392608,8536.36364,13327.2727,yes,90.93958026666667,0.019620242717245,77.7295455,80,59.92762727948185,Moderate
Howrah Ghat,2023-05-17,30.8919211,77.2103359,20.7273,8.6,7.87636,509.0,1.18182,0.37673,6.2,12.9091,yes,93.032856,99.38191803401585,86.4273,80,92.31317781020476,Safe
Howrah Ghat,2023-05-18,28.3049982,81.1533868,23.1,5.65,7.665,884.0,6.5,2.80133,161.833,683.333,yes,80.25226933333333,85.05832400810289,73.2625,80,80.27090493576421,Safe
Howrah Ghat,2023-05-22,21.24850768681818,78.72098095669318,15.0,7.3,7.3,680.0,1.34,4.0,9.0,576037.4703817832,yes,88.21333333333334,99.10403787728836,84.25,80,89.86654469651984,Safe
Howrah Ghat,2023-05-23,23.673945,86.952395,29.75,7.9,7.9,730.0,10.17,13.0,23.0,0.51,yes,68.74,97.7262483773277,82.75,80,81.36387451319831,Safe
Howrah Ghat,2023-05-25,20.296059,85.82454,28.5,6.3,6.3,272.0,2.69,2.0,2.0,0.2,no,92.09333333333333,99.80019986673331,76.25,80,90.02739329335333,Safe
Howrah Ghat,2023-05-26,17.2478932,81.6432353,26.2166667,6.7,7.7525,243.916667,1.0,1.20325,3.0,329.666667,yes,95.26489999666667,99.7004495503373,77.85624999999999,80,91.58734486376787,Safe
Howrah Ghat,2023-05-28,22.260423,84.853584,26.0833333,6.54166667,7.47666667,240.491667,3.9,2.34878063,5406.66667,12583.3333,yes,90.516058826,0.4486570533835613,79.133333325,80,60.16768731141507,Moderate
Howrah Ghat,2023-05-29,30.970214,77.105367,25.65,7.575,7.94333,373.917,3.63333,1.65083,2491.67,4166.67,yes,90.095726,8.277162248046356,80.800025,80,62.6814440744139,Moderate
Howrah Ghat,2023-05-30,27.5839037,80.6663559,25.0,8.5,7.942,354.87,3.08,1.47,444.0,1560.0,yes,91.16863333333333,64.14654208273198,85.435,80,80.79841595815293,Safe
Howrah Ghat,2023-06-01,18.817902,73.27484,26.9166667,6.575,7.375,129.748333,5.0,0.73968333,66.6666667,157.5,yes,91.44410333933334,93.55069850004341,80.0625,80,88.65535088574636,Safe
Howrah Ghat,2023-06-02,19.8046625,85.8188867,28.25,11.3833333,7.81416667,433.141667,11.7416667,1.97684454,18332.5,36200.0,yes,78.431552098,1.092185510115123e-06,100.0,80,59.37262116685565,Moderate
Howrah Ghat,2023-06-03,11.0598753,78.1421904,25.8333333,6.8,7.805,500.416667,1.2875,0.15833333,176.666667,368.333333,yes,93.15249999933333,83.80590907203084,77.9625,80,85.99527272134259,Safe
Howrah Ghat,2023-06-04,19.197257,73.093823,26.0,2.261,7.57545455,528.581818,13.3818182,0.79545455,315.909091,1763.63636,yes,76.23539391333334,72.91257312459068,56.989090875,80,71.76574767771054,Moderate
Howrah Ghat,2023-06-05,23.5251102,77.8081363,24.88953091982379,7.45,7.87,646.0,2.0,0.925,4.0,49.5,yes,90.13333333333333,99.60079893439915,80.725,80,90.07857301365307,Safe
Howrah Ghat,2023-06-06,22.782275,86.146974,20.6363636,5.35909091,8.10272727,895.0,6.86363636,2.14181818,91.3636364,283.636364,no,80.18503030933334,91.26857647832412,68.525000025,80,81.15958507223057,Safe
Howrah Ghat,2023-06-07,25.3961861,85.917677,24.5625,7.875,7.9625,374.875,2.9875,1.71167,7637.5,22000.0,yes,90.89858066666667,0.04820320270303795,82.15625,80,60.80514322747759,Moderate
Howrah Ghat,2023-06-08,18.7595503,79.4816378,24.9166667,7.93333333,8.13333333,513.7,3.15833333,0.27416667,42.6,1600.0,no,90.43255555733333,95.82946312661875,81.166666675,80,89.15519449591895,Safe
Howrah Ghat,2023-06-10,22.3189132,73.2135032,26.1545,5.47955,8.21818,534.545,1.69191,0.57273,4.18182,13.2727,no,91.94048599999999,99.58269116336425,68.2614,80,88.30328174900929,Safe
Howrah Ghat,2023-06-11,25.4358011,81.846311,21.8714,7.4,7.47714,432.5,2.6,1.389,3195.14,13415.7,yes,91.09713333333333,4.096079046398351,83.42145,80,62.35196704725284,Moderate
Howrah Ghat,2023-06-12,25.4970336,92.1730562,21.375,7.54166667,6.95833333,75.8333333,1.53333333,0.48666667,39.5,63.75,yes,96.807888891,96.12699539905982,87.39583332500001,80,93.04042084111796,Safe
Howrah Ghat,2023-06-13,21.24850768681818,78.72098095669318,20.5,6.7,6.7,627.0,0.05,4.0,27.0,0.23,yes,90.46333333333334,97.33612415243368,81.25,80,89.63617057906345,Safe
Howrah Ghat,2023-06-15,21.24850768681818,78.72098095669318,20.0,7.0,7.0,888.0,1.02,7.0,10.0,0.21,yes,84.16,99.0049833749168,85.0,80,88.36549501247504,Safe
Howrah Ghat,2023-06-17,20.8733543,86.0236363,26.0,7.75,7.93,176.454545,2.01666667,0.972382,3536.66667,6791.66667,yes,94.76866005666666,2.911019943983145,81.775,80,63.13577000586162,Moderate
Howrah Ghat,2023-06-18,21.812876,80.183829,21.525,7.775,7.55727273,504.916667,1.71666667,0.98366667,193767.1311595211,80.6363636,yes,91.87501110066667,7.046998242674918e-83,84.695454525,80,61.68909534526667,Moderate
Howrah Ghat,2023-06-19,31.886598,76.018882,13.0,9.0,8.0,155.0,0.4,0.5,6.0,58.0,yes,97.51666666666667,99.40179640539353,87.5,80,94.32720558828473,Safe
Howrah Ghat,2023-06-20,9.6031088,77.161458,25.625,6.875,7.375,42.25,0.45,0.15,900.0,1400.0,yes,98.8575,40.65696597405991,81.5625,80,76.05258979221799,Safe
Howrah Ghat,2023-06-24,11.267459,75.942523,25.0,7.1,7.1,124.0,1.58,3.0,32.0,0.06,yes,94.25333333333333,96.85065820791976,84.75,80,91.70653079570927,Safe
Howrah Ghat,2023-06-26,21.24850768681818,78.72098095669318,26.3333333,6.5,8.12333333,666.666667,1.43333333,1.3,3600.0,11333.3333,no,90.38222222333333,2.732372244729256,74.07500002500001,80,59.78760056775211,Moderate
Howrah Ghat,2023-06-27,21.125749,73.1121167,29.0,6.085,7.85,351.5,2.39,0.225,2350.0,13150.0,yes,93.11833333333334,9.53691622155496,74.05,80,62.91840819979983,Moderate
Howrah Ghat,2023-06-28,15.941378,77.425732,27.1,6.41,7.666,776.6,2.51,4.04,133.0,1105.0,yes,85.65533333333333,87.5465092108771,77.05499999999999,80,83.93708609659646,Safe
Howrah Ghat,2023-07-01,13.843781,75.70003,25.9166667,6.875,7.2125,336.666667,3.76666667,1.9375,218.333333,841.666667,yes,90.06111110333333,80.38574447892955,82.78125,80,84.6964177850122,Safe
Howrah Ghat,2023-07-02,16.691307,74.244865,24.8333333,5.76666667,7.54166667,338.991667,8.45833333,1.722636364,7.25,220.833333,yes,83.95419646546667,99.27762178519298,74.770833325,80,86.31913178674456,Safe
Howrah Ghat,2023-07-03,11.3181162,77.0132642,26.25,7.975,8.02083333,193.166667,0.91916667,0.18491667,101.666667,219.166667,no,96.694844434,90.3330611392206,82.21875002499999,80,90.22160612036619,Safe
Howrah Ghat,2023-07-07,9.803845,76.455586,26.4583333,7.04166667,6.95833333,55.5,1.10833333,0.43,767.5,1725.0,yes,97.62322222666667,46.41720491043618,84.895833325,80,77.95361702879754,Safe
Howrah Ghat,2023-07-08,8.871676,76.801424,26.475,6.05,7.1,699.0,0.8,0.6625,500.0,1150.0,yes,91.41333333333333,60.65306597126335,79.5,80,78.66125312471235,Safe
Howrah Ghat,2023-07-09,9.682108,76.607993,26.15,6.8,6.625,48.0,0.5,0.435,1225.0,2025.0,yes,98.50533333333334,29.37577003235328,81.1875,80,72.45236434303932,Moderate
Howrah Ghat,2023-07-10,21.24850768681818,78.72098095669318,23.0,8.6,8.6,823.0,1.13,5.0,50.0,576037.4703817832,no,86.26333333333334,95.1229424500714,81.0,80,87.24221606835475,Safe
